uSim ySim yref uMin uMax yMin yMax uSimDig ySimDig vol
0.766789 6.996200 7.000000 0.000000 1.000000 0.000000 10.000000 3140 2864 5.521364e-05
0.787790 6.990231 7.000000 0.000000 1.000000 0.000000 10.000000 3226 2862 5.521364e-05
0.791941 6.973016 7.000000 0.000000 1.000000 0.000000 10.000000 3243 2855 5.521364e-05
0.806838 6.954137 7.000000 0.000000 1.000000 0.000000 10.000000 3304 2847 5.521364e-05
0.772161 6.950786 7.000000 0.000000 1.000000 0.000000 10.000000 3162 2846 5.521364e-05
0.797802 6.961852 7.000000 0.000000 1.000000 0.000000 10.000000 3267 2850 5.521364e-05
0.771184 6.963176 7.000000 0.000000 1.000000 0.000000 10.000000 3158 2851 5.521364e-05
0.731868 6.996923 7.000000 0.000000 1.000000 0.000000 10.000000 2997 2865 5.521364e-05
0.782418 7.020525 7.000000 0.000000 1.000000 0.000000 10.000000 3204 2874 5.521364e-05
0.835409 6.988879 7.000000 0.000000 1.000000 0.000000 10.000000 3421 2861 5.521364e-05
0.793895 6.957355 7.000000 0.000000 1.000000 0.000000 10.000000 3251 2849 5.521364e-05
0.792918 6.960967 7.000000 0.000000 1.000000 0.000000 10.000000 3247 2850 5.521364e-05
0.735287 6.985721 7.000000 0.000000 1.000000 0.000000 10.000000 3011 2860 5.521364e-05
0.793651 7.013660 7.000000 0.000000 1.000000 0.000000 10.000000 3250 2872 5.521364e-05
0.722833 7.014155 7.000000 0.000000 1.000000 0.000000 10.000000 2960 2872 5.521364e-05
0.768010 7.004017 7.000000 0.000000 1.000000 0.000000 10.000000 3145 2868 5.521364e-05
0.820269 6.952010 7.000000 0.000000 1.000000 0.000000 10.000000 3359 2846 5.521364e-05
0.874725 6.887757 7.000000 0.000000 1.000000 0.000000 10.000000 3582 2820 5.521364e-05
0.817094 6.864014 7.000000 0.000000 1.000000 0.000000 10.000000 3346 2810 5.521364e-05
